0.000000000000000000e+00,5.096767902374267578e+00,5.096767902374267578e+00,3.363675594329833984e+00,6.163019180297851562e+00,3.761514186859130859e+00,3.761514186859130859e+00,1.667653679847717285e+00,5.099209785461425781e+00,5.027776956558227539e-01,5.027776956558227539e-01,0.000000000000000000e+00,1.975685954093933105e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.432213068008422852e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.799608111381530762e-01,2.799608111381530762e-01,7.520844042301177979e-02,1.390825152397155762e+00,3.446403741836547852e+00,3.446403741836547852e+00,1.870218992233276367e+00,4.742825031280517578e+00
1.000000000000000000e+00,5.103111267089843750e+00,5.103111267089843750e+00,3.361312866210937500e+00,6.172934532165527344e+00,3.707857608795166016e+00,3.707857608795166016e+00,1.623959541320800781e+00,5.055868625640869141e+00,4.281001389026641846e-01,4.281001389026641846e-01,0.000000000000000000e+00,1.915126085281372070e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.418057560920715332e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.875087857246398926e-01,2.875087857246398926e-01,8.365771174430847168e-02,1.470474481582641602e+00,3.509031295776367188e+00,3.509031295776367188e+00,1.920969843864440918e+00,4.804570674896240234e+00
2.000000000000000000e+00,5.106581211090087891e+00,5.106581211090087891e+00,3.356657505035400391e+00,6.179738521575927734e+00,3.652047872543334961e+00,3.652047872543334961e+00,1.578737616539001465e+00,5.010067939758300781e+00,3.803336620330810547e-01,3.803336620330810547e-01,0.000000000000000000e+00,1.853631377220153809e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.401038944721221924e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.385998498648405075e-03,3.221392035484313965e-01,3.221392035484313965e-01,9.184154123067855835e-02,1.549793481826782227e+00,3.569748401641845703e+00,3.569748401641845703e+00,1.970181226730346680e+00,4.864084243774414062e+00
3.000000000000000000e+00,5.107172966003417969e+00,5.107172966003417969e+00,3.352487564086914062e+00,6.183424949645996094e+00,3.594152450561523438e+00,3.594152450561523438e+00,1.532064795494079590e+00,4.961865901947021484e+00,3.553307652473449707e-01,3.553307652473449707e-01,0.000000000000000000e+00,1.791281938552856445e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.381228148937225342e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.686416566371917725e-02,3.796041309833526611e-01,3.796041309833526611e-01,9.975133836269378662e-02,1.628688812255859375e+00,3.628480434417724609e+00,3.628480434417724609e+00,2.017794132232666016e+00,4.921296119689941406e+00
4.000000000000000000e+00,5.104887485504150391e+00,5.104887485504150391e+00,3.347650527954101562e+00,6.183994770050048828e+00,3.534243822097778320e+00,3.534243822097778320e+00,1.484835982322692871e+00,4.911326885223388672e+00,3.298950493335723877e-01,3.298950493335723877e-01,0.000000000000000000e+00,1.728159427642822266e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.358696997165679932e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.620155923068523407e-02,4.366065859794616699e-01,4.366065859794616699e-01,1.073790788650512695e-01,1.707067728042602539e+00,3.685156822204589844e+00,3.685156822204589844e+00,2.063752174377441406e+00,4.976140499114990234e+00
5.000000000000000000e+00,5.099773406982421875e+00,5.099773406982421875e+00,3.343148708343505859e+00,6.181446075439453125e+00,3.477565288543701172e+00,3.477565288543701172e+00,1.444138050079345703e+00,4.860050201416015625e+00,3.113241791725158691e-01,3.113241791725158691e-01,9.643109515309333801e-03,1.667764306068420410e+00,5.104282405227422714e-03,5.104282405227422714e-03,7.699421606957912445e-03,3.348280787467956543e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.538525849580764771e-02,4.930770397186279297e-01,4.930770397186279297e-01,1.147169619798660278e-01,1.784837484359741211e+00,3.739706993103027344e+00,3.739706993103027344e+00,2.107999801635742188e+00,5.028552055358886719e+00
6.000000000000000000e+00,5.092328548431396484e+00,5.092328548431396484e+00,3.341041564941406250e+00,6.175786972045898438e+00,3.427753686904907227e+00,3.427753686904907227e+00,1.415179967880249023e+00,4.809356689453125000e+00,3.041940033435821533e-01,3.041940033435821533e-01,3.496259450912475586e-02,1.612315177917480469e+00,1.817955449223518372e-02,1.817955449223518372e-02,2.762376330792903900e-02,3.356333971023559570e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.440245404839515686e-02,5.489468574523925781e-01,5.489468574523925781e-01,1.217577084898948669e-01,1.861906051635742188e+00,3.792066097259521484e+00,3.792066097259521484e+00,2.150486946105957031e+00,5.078471183776855469e+00
7.000000000000000000e+00,5.082689285278320312e+00,5.082689285278320312e+00,3.337315320968627930e+00,6.167024612426757812e+00,3.376600980758666992e+00,3.376600980758666992e+00,1.385511875152587891e+00,4.756930828094482422e+00,2.995513081550598145e-01,2.995513081550598145e-01,6.024980172514915466e-02,1.556312799453735352e+00,3.076158650219440460e-02,3.076158650219440460e-02,4.710134491324424744e-02,3.357498943805694580e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.324043333530426025e-02,6.070060729980468750e-01,6.070060729980468750e-01,1.284944117069244385e-01,1.938181161880493164e+00,3.842169046401977539e+00,3.842169046401977539e+00,2.191162347793579102e+00,5.125837326049804688e+00
8.000000000000000000e+00,5.070868492126464844e+00,5.070868492126464844e+00,3.331981182098388672e+00,6.155170440673828125e+00,3.324170112609863281e+00,3.324170112609863281e+00,1.355179309844970703e+00,4.702831268310546875e+00,3.148006498813629150e-01,3.148006498813629150e-01,8.548136800527572632e-02,1.499821901321411133e+00,4.283504188060760498e-02,4.283504188060760498e-02,6.611590087413787842e-02,3.351744115352630615e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.188679859042167664e-02,6.845825910568237305e-01,6.845825910568237305e-01,1.349205374717712402e-01,2.013571262359619141e+00,3.889955520629882812e+00,3.889955520629882812e+00,2.229979991912841797e+00,5.170595169067382812e+00
9.000000000000000000e+00,5.056879043579101562e+00,5.056879043579101562e+00,3.325050354003906250e+00,6.140242099761962891e+00,3.270524978637695312e+00,3.270524978637695312e+00,1.324227571487426758e+00,4.647118568420410156e+00,3.296665549278259277e-01,3.296665549278259277e-01,1.106340363621711731e-01,1.442907094955444336e+00,5.438522621989250183e-02,5.438522621989250183e-02,8.465173095464706421e-02,3.339045941829681396e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.032918184995651245e-02,7.613251805305480957e-01,7.613251805305480957e-01,1.410300880670547485e-01,2.087985515594482422e+00,3.935367584228515625e+00,3.935367584228515625e+00,2.266895771026611328e+00,5.212691307067871094e+00
